股票代码-0,股票名称-1,限价单最大下单量-16,限价单最小下单量-17,最小变动价位-18,创建日-19,昨日收盘价-2,上市日-20,到期日-21,昨日结算-3,合约在RZRK的代码-32,合约在交易所的代码-33,利息额-35,除权除息-36,停牌-37,昨日持仓-4,涨停价-5,投资者适当性管理分类-50,最小回购天数-52,跌停价-6,总股本-7,流通盘-8,合约数量乘数-9,股票-S
561, \70fd\706b\7535\5b50, 0L, 0L,0.01, ,6.07,20051017, ,0,561,561,0, N,0,0,6.68,0,0,5.46, 604043931L, 593991864L,1,561,
563, \9655\56fd\6295\ff21, 0L, 0L,0.01, ,3.04,19940110, ,0,563,563,0, N,5,0,3.34,0,0,2.74, 3090491732L, 2861863634L,1,563,
564, \4f9b\9500\5927\96c6, 0L, 0L,0.01, ,4.29,19940110, ,0,564,564,0, N,0,0,4.72,0,0,3.86, 6007828231L, 1888326024L,1,564,
565, \6e1d\4e09\5ce1\ff21, 0L, 0L,0.01, ,5.37,19940408, ,0,565,565,0, N,0,0,5.91,0,0,4.83, 433592220L, 433592220L,1,565,
566, \6d77\5357\6d77\836f, 0L, 0L,0.01, ,9.92,19940525, ,0,566,566,0, N,0,0,10.91,0,0,8.93, 1335979264L, 1103195498L,1,566,
567, \6d77\5fb7\80a1\4efd, 0L, 0L,0.01, ,15.24,19940525, ,0,567,567,0, N,0,0,16.76,0,0,13.72, 442164777L, 150360840L,1,567,
568, \6cf8\5dde\8001\7a96, 0L, 0L,0.01, ,56.37,19940509, ,0,568,568,0, N,0,0,62.01,0,0,50.73, 1464752476L, 1401771961L,1,568,
570, \82cf\5e38\67f4\ff21, 0L, 0L,0.01, ,4.15,19940701, ,0,570,570,0, N,0,0,4.57,0,0,3.74, 561374326L, 561374326L,1,570,
571, \65b0\5927\6d32\ff21, 0L, 0L,0.01, ,3.82,19940525, ,0,571,571,0, N,0,0,4.2,0,0,3.44, 814064000L, 804427580L,1,571,
572, \6d77\9a6c\6c7d\8f66, 0L, 0L,0.01, ,3.03,19940808, ,0,572,572,0, N,0,0,3.33,0,0,2.73, 1644636426L, 1642151474L,1,572,
573, \7ca4\5b8f\8fdc\ff21, 0L, 0L,0.01, ,3.21,19940815, ,0,573,573,0, N,0,0,3.53,0,0,2.89, 648205604L, 622175025L,1,573,
576, \5e7f\4e1c\7518\5316, 0L, 0L,0.01, ,7.12,19940907, ,0,576,576,0, N,0,0,7.83,0,0,6.41, 442861324L, 435586387L,1,576,
581, \5a01\5b5a\9ad8\79d1, 0L, 0L,0.01, ,20.9,19980924, ,0,581,581,0, N,0,0,22.99,0,0,18.81, 1008950570L, 1008871993L,1,581,
582, \5317\90e8\6e7e\6e2f, 0L, 0L,0.01, ,7.78,19951102, ,0,582,582,0, N,0,0,8.56,0,0,7, 1386564967L, 263175194L,1,582,
584, \54c8\5de5\667a\80fd, 0L, 0L,0.01, ,9.55,19951128, ,0,584,584,0, N,0,0,10.51,0,0,8.6, 613324339L, 611324381L,1,584,
585, *ST\4e1c\7535, 0L, 0L,0.01, ,1.93,20021014, ,0,585,585,0, N,0,0,2.03,0,0,1.83, 873370000L, 867370978L,1,585,
586, \6c47\6e90\901a\4fe1, 0L, 0L,0.01, ,10.24,19951220, ,0,586,586,0, N,0,0,11.26,0,0,9.22, 193440000L, 193440000L,1,586,
587, \91d1\6d32\6148\822a, 0L, 0L,0.01, ,3.39,19960425, ,0,587,587,0, N,0,0,3.73,0,0,3.05, 2123749330L, 1213011850L,1,587,
589, \9ed4\8f6e\80ce\ff21, 0L, 0L,0.01, ,3.38,19960308, ,0,589,589,0, N,0,0,3.72,0,0,3.04, 775464304L, 775407256L,1,589,
590, \542f\8fea\53e4\6c49, 0L, 0L,0.01, ,10.04,19960119, ,0,590,590,0, N,0,0,11.04,0,0,9.04, 239471267L, 223236227L,1,590,
591, \592a\9633\80fd, 0L, 0L,0.01, ,3.65,19960208, ,0,591,591,0, N,0,0,4.02,0,0,3.29, 3007098032L, 2037098929L,1,591,
592, \5e73\6f6d\53d1\5c55, 0L, 0L,0.01, ,2.84,19960327, ,0,592,592,0, N,0,0,3.12,0,0,2.56, 1931780892L, 1913324132L,1,592,
593, \5927\901a\71c3\6c14, 0L, 0L,0.01, ,6.99,19960312, ,0,593,593,0, N,0,0,7.69,0,0,6.29, 358631009L, 279792362L,1,593,
595, \5b9d\5854\5b9e\4e1a, 0L, 0L,0.01, ,3.75,19960419, ,0,595,595,0, N,0,0,4.13,0,0,3.38, 764279250L, 744751600L,1,595,
596, \53e4\4e95\8d21\9152, 0L, 0L,0.01, ,95.09,19960927, ,0,596,596,0, N,0,0,104.6,0,0,85.58, 503600000L, 503600000L,1,596,
597, \4e1c\5317\5236\836f, 0L, 0L,0.01, ,13.07,19960523, ,0,597,597,0, N,0,0,14.38,0,0,11.76, 569586083L, 473378324L,1,597,
598, \5174\84c9\73af\5883, 0L, 0L,0.01, ,4.19,19960529, ,0,598,598,0, N,0,0,4.61,0,0,3.77, 2986218602L, 2986218602L,1,598,
599, \9752\5c9b\53cc\661f, 0L, 0L,0.01, ,4.66,19960430, ,0,599,599,0, N,0,0,5.13,0,0,4.19, 835627649L, 627957344L,1,599,
600, \5efa\6295\80fd\6e90, 0L, 0L,0.01, ,5.58,19960606, ,0,600,600,0, N,0,0,6.14,0,0,5.02, 1791626376L, 1090044126L,1,600,
601, \97f6\80fd\80a1\4efd, 0L, 0L,0.01, ,4.6,19960830, ,0,601,601,0, N,0,0,5.06,0,0,4.14, 1080551669L, 1079781218L,1,601,
603, \76db\8fbe\77ff\4e1a, 0L, 0L,0.01, ,10.83,19960823, ,0,603,603,0, N,29,0,11.91,0,0,9.75, 689969346L, 410746877L,1,603,
605, \6e24\6d77\80a1\4efd, 0L, 0L,0.01, ,10.2,19960913, ,0,605,605,0, N,0,0,11.22,0,0,9.18, 352658600L, 272987492L,1,605,
606, \987a\5229\529e, 0L, 0L,0.01, ,6.33,19961004, ,0,606,606,0, N,0,0,6.96,0,0,5.7, 765799353L, 519107186L,1,606,
607, \534e\5a92\63a7\80a1, 0L, 0L,0.01, ,4.15,19960830, ,0,607,607,0, N,0,0,4.57,0,0,3.74, 1017698410L, 884859969L,1,607,
608, \9633\5149\80a1\4efd, 0L, 0L,0.01, ,5.12,19960919, ,0,608,608,0, N,0,0,5.63,0,0,4.61, 749913309L, 749801859L,1,608,
609, \4e2d\8fea\6295\8d44, 0L, 0L,0.01, ,5.86,19961010, ,0,609,609,0, N,0,0,6.45,0,0,5.27, 299275522L, 268603496L,1,609,
610, \897f\5b89\65c5\6e38, 0L, 0L,0.01, ,6.09,19960926, ,0,610,610,0, N,0,0,6.7,0,0,5.48, 236747901L, 235278694L,1,610,
611, \5929\9996\53d1\5c55, 0L, 0L,0.01, ,6.73,19961008, ,0,611,611,0, N,36,0,7.4,0,0,6.06, 321822022L, 319347925L,1,611,
612, \7126\4f5c\4e07\65b9, 0L, 0L,0.01, ,4.87,19960926, ,0,612,612,0, N,0,0,5.36,0,0,4.38, 1192199394L, 1189588941L,1,612,
613, \5927\4e1c\6d77A, 0L, 0L,0.01, ,7.68,20021018, ,0,613,613,0, N,0,0,8.45,0,0,6.91, 364100000L, 353645600L,1,613,
615, \4eac\6c49\80a1\4efd, 0L, 0L,0.01, ,6.42,19961016, ,0,615,615,0, N,0,0,7.06,0,0,5.78, 783602617L, 354289349L,1,615,
616, \6d77\822a\6295\8d44, 0L, 0L,0.01, ,3.42,19961108, ,0,616,616,0, N,118,0,3.76,0,0,3.08, 1430234425L, 1430219425L,1,616,
617, \4e2d\6cb9\8d44\672c, 0L, 0L,0.01, ,11.01,19961022, ,0,617,617,0, N,0,0,12.11,0,0,9.91, 9030056485L, 115015680L,1,617,
619, \6d77\87ba\578b\6750, 0L, 0L,0.01, ,6.32,19961023, ,0,619,619,0, N,0,0,6.95,0,0,5.69, 360000000L, 360000000L,1,619,
620, \65b0\534e\8054, 0L, 0L,0.01, ,5.42,20110708, ,0,620,620,0, N,0,0,5.96,0,0,4.88, 1896690420L, 1896680670L,1,620,
622, \6052\7acb\5b9e\4e1a, 0L, 0L,0.01, ,3.25,19961107, ,0,622,622,0, N,0,0,3.58,0,0,2.93, 425226000L, 425226000L,1,622,
623, \5409\6797\6556\4e1c, 0L, 0L,0.01, ,17.47,19961028, ,0,623,623,0, N,0,0,19.22,0,0,15.72, 1162769962L, 1095302758L,1,623,
625, \957f\5b89\6c7d\8f66, 0L, 0L,0.01, ,7.93,19970610, ,0,625,625,0, N,0,0,8.72,0,0,7.14, 4802648511L, 4662867208L,1,625,
626, \8fdc\5927\63a7\80a1, 0L, 0L,0.01, ,6.77,19961128, ,0,626,626,0, N,0,0,7.45,0,0,6.09, 598634538L, 404595000L,1,626,
627, \5929\8302\96c6\56e2, 0L, 0L,0.01, ,6.72,19961112, ,0,627,627,0, N,0,0,7.39,0,0,6.05, 4940629165L, 1353582497L,1,627,
628, \9ad8\65b0\53d1\5c55, 0L, 0L,0.01, ,8.03,19961118, ,0,628,628,0, N,0,0,8.83,0,0,7.23, 311480000L, 187980340L,1,628,
630, \94dc\9675\6709\8272, 0L, 0L,0.01, ,2.11,19961120, ,0,630,630,0, N,0,0,2.32,0,0,1.9, 10526533308L, 9560567417L,1,630,
631, \987a\53d1\6052\4e1a, 0L, 0L,0.01, ,3.31,19961122, ,0,631,631,0, N,0,0,3.64,0,0,2.98, 2432519168L, 2432519168L,1,631,
632, \4e09\6728\96c6\56e2, 0L, 0L,0.01, ,5.25,19961121, ,0,632,632,0, N,0,0,5.78,0,0,4.73, 465519570L, 465485356L,1,632,
633, \5408\91d1\6295\8d44, 0L, 0L,0.01, ,4.98,19961112, ,0,633,633,0, N,0,0,5.48,0,0,4.48, 385106373L, 384931172L,1,633,
635, \82f1 \529b \7279, 0L, 0L,0.01, ,9.17,19961120, ,0,635,635,0, N,0,0,10.09,0,0,8.25, 303087602L, 303087602L,1,635,
636, \98ce\534e\9ad8\79d1, 0L, 0L,0.01, ,22.8,19961129, ,0,636,636,0, N,0,0,25.08,0,0,20.52, 895233111L, 875450903L,1,636,
637, \8302\5316\5b9e\534e, 0L, 0L,0.01, ,4.09,19961114, ,0,637,637,0, N,0,0,4.5,0,0,3.68, 519875356L, 366494967L,1,637,
638, \4e07\65b9\53d1\5c55, 0L, 0L,0.01, ,5.79,19961126, ,0,638,638,0, N,0,0,6.37,0,0,5.21, 309400000L, 309400000L,1,638,
639, \897f\738b\98df\54c1, 0L, 0L,0.01, ,9.79,19961126, ,0,639,639,0, N,0,0,10.77,0,0,8.81, 771020068L, 527303935L,1,639,
650, \4ec1\548c\836f\4e1a, 0L, 0L,0.01, ,7.77,19961210, ,0,650,650,0, N,0,0,8.55,0,0,6.99, 1238340076L, 1237995020L,1,650,
651, \683c\529b\7535\5668, 0L, 0L,0.01, ,45.06,19961118, ,0,651,651,0, N,0,0,49.57,0,0,40.55, 6015730878L, 5969568329L,1,651,
652, \6cf0\8fbe\80a1\4efd, 0L, 0L,0.01, ,3,19961128, ,0,652,652,0, N,0,0,3.3,0,0,2.7, 1475573852L, 1474163184L,1,652,
655, *ST\91d1\5cad, 0L, 0L,0.01, ,3.21,19961128, ,0,655,655,0, N,0,0,3.37,0,0,3.05, 595340230L, 595340230L,1,655,
656, \91d1\79d1\80a1\4efd, 0L, 0L,0.01, ,4.83,19961128, ,0,656,656,0, N,0,0,5.31,0,0,4.35, 5339715816L, 5216117422L,1,656,
657, \4e2d\94a8\9ad8\65b0, 0L, 0L,0.01, ,6.77,19961205, ,0,657,657,0, N,0,0,7.45,0,0,6.09, 880116529L, 343798981L,1,657,
659, \73e0\6d77\4e2d\5bcc, 0L, 0L,0.01, ,2.27,19961203, ,0,659,659,0, N,0,0,2.5,0,0,2.04, 1285702520L, 1285702520L,1,659,
661, \957f\6625\9ad8\65b0, 0L, 0L,0.01, ,238,19961218, ,0,661,661,0, N,0,0,261.8,0,0,214.2, 170112265L, 170009195L,1,661,
662, \5929\590f\667a\6167, 0L, 0L,0.01, ,6.05,19961216, ,0,662,662,0, N,0,0,6.66,0,0,5.45, 1093097734L, 374353629L,1,662,
663, \6c38\5b89\6797\4e1a, 0L, 0L,0.01, ,7.67,19961206, ,0,663,663,0, N,0,0,8.44,0,0,6.9, 340988702L, 197021346L,1,663,
665, \6e56\5317\5e7f\7535, 0L, 0L,0.01, ,8.42,19961210, ,0,665,665,0, N,0,0,9.26,0,0,7.58, 636217448L, 636160148L,1,665,
666, \7ecf\7eac\7eba\673a, 0L, 0L,0.01, ,18.08,19961210, ,0,666,666,0, N,90,0,19.89,0,0,16.27, 704130000L, 474318766L,1,666,
667, \7f8e\597d\7f6e\4e1a, 0L, 0L,0.01, ,2.23,19961205, ,0,667,667,0, N,0,0,2.45,0,0,2.01, 2559592332L, 2539918331L,1,667,
668, \8363\4e30\63a7\80a1, 0L, 0L,0.01, ,10.55,19961210, ,0,668,668,0, N,0,0,11.61,0,0,9.5, 146841890L, 146688393L,1,668,
669, \91d1\9e3f\63a7\80a1, 0L, 0L,0.01, ,7.25,19961210, ,0,669,669,0, N,46,0,7.98,0,0,6.53, 680408797L, 669936512L,1,669,
670, \76c8\65b9\5fae, 0L, 0L,0.01, ,4.06,19961217, ,0,670,670,0, N,0,0,4.47,0,0,3.65, 816627360L, 600167286L,1,670,
671, \9633 \5149 \57ce, 0L, 0L,0.01, ,5.78,19961218, ,0,671,671,0, N,0,0,6.36,0,0,5.2, 4050073315L, 3248006665L,1,671,
672, \4e0a\5cf0\6c34\6ce5, 0L, 0L,0.01, ,8.8,19961218, ,0,672,672,0, N,0,0,9.68,0,0,7.92, 813619871L, 813619871L,1,672,
673, \5f53\4ee3\4e1c\65b9, 0L, 0L,0.01, ,18.34,19970124, ,0,673,673,0, N,42,0,20.17,0,0,16.51, 791550442L, 417221255L,1,673,
676, \667a\5ea6\80a1\4efd, 0L, 0L,0.01, ,11.97,19961224, ,0,676,676,0, N,0,0,13.17,0,0,10.77, 965710782L, 318969545L,1,676,
677, \6052\5929\6d77\9f99, 0L, 0L,0.01, ,3.67,19961226, ,0,677,677,0, N,0,0,4.04,0,0,3.3, 863977948L, 863977948L,1,677,
678, \8944\9633\8f74\627f, 0L, 0L,0.01, ,5.14,19970106, ,0,678,678,0, N,0,0,5.65,0,0,4.63, 459611797L, 429079797L,1,678,
679, \5927\8fde\53cb\8c0a, 0L, 0L,0.01, ,4.53,19970124, ,0,679,679,0, N,0,0,4.98,0,0,4.08, 356400000L, 356350622L,1,679,
680, \5c71\63a8\80a1\4efd, 0L, 0L,0.01, ,3.38,19970122, ,0,680,680,0, N,0,0,3.72,0,0,3.04, 1240787611L, 1056929933L,1,680,
681, \89c6\89c9\4e2d\56fd, 0L, 0L,0.01, ,26.97,19970121, ,0,681,681,0, N,0,0,29.67,0,0,24.27, 700577436L, 279872323L,1,681,
682, \4e1c\65b9\7535\5b50, 0L, 0L,0.01, ,3.77,19970121, ,0,682,682,0, N,0,0,4.15,0,0,3.39, 1340727007L, 978163195L,1,682,
683, \8fdc\5174\80fd\6e90, 0L, 0L,0.01, ,2.9,19970130, ,0,683,683,0, N,0,0,3.19,0,0,2.61, 3967172992L, 2832807843L,1,683,
685, \4e2d\5c71\516c\7528, 0L, 0L,0.01, ,7.91,19970123, ,0,685,685,0, N,0,0,8.7,0,0,7.12, 1475111351L, 1253229908L,1,685,
686, \4e1c\5317\8bc1\5238, 0L, 0L,0.01, ,6.27,19970227, ,0,686,686,0, N,0,0,6.9,0,0,5.64, 2340452915L, 2340452915L,1,686,
687, \534e\8baf\65b9\821f, 0L, 0L,0.01, ,9.04,19970221, ,0,687,687,0, N,0,0,9.94,0,0,8.14, 766199362L, 528631982L,1,687,
688, \5efa\65b0\77ff\4e1a, 0L, 0L,0.01, ,11.58,19970120, ,0,688,688,0, N,0,0,12.74,0,0,10.42, 1137299314L, 1137294994L,1,688,
690, \5b9d\65b0\80fd\6e90, 0L, 0L,0.01, ,7.45,19970128, ,0,690,690,0, N,0,0,8.2,0,0,6.71, 2175887862L, 2038378695L,1,690,
691, \4e9a\592a\5b9e\4e1a, 0L, 0L,0.01, ,3.75,19970228, ,0,691,691,0, N,0,0,4.13,0,0,3.38, 323270000L, 290486300L,1,691,
692, \60e0\5929\70ed\7535, 0L, 0L,0.01, ,3.03,19970227, ,0,692,692,0, N,0,0,3.33,0,0,2.73, 532832976L, 532785880L,1,692,
695, \6ee8\6d77\80fd\6e90, 0L, 0L,0.01, ,8.64,19970218, ,0,695,695,0, N,0,0,9.5,0,0,7.78, 222147539L, 221721339L,1,695,
697, \70bc\77f3\6709\8272, 0L, 0L,0.01, ,15.53,19970325, ,0,697,697,0, N,0,0,17.08,0,0,13.98, 559680049L, 453773223L,1,697,
698, \6c88\9633\5316\5de5, 0L, 0L,0.01, ,4.22,19970220, ,0,698,698,0, N,0,0,4.64,0,0,3.8, 819514395L, 432352808L,1,698,
700, \6a21\5851\79d1\6280, 0L, 0L,0.01, ,3.61,19970228, ,0,700,700,0, N,0,0,3.97,0,0,3.25, 827178715L, 697383901L,1,700,
701, \53a6\95e8\4fe1\8fbe, 0L, 0L,0.01, ,7.38,19970226, ,0,701,701,0, N,0,0,8.12,0,0,6.64, 406613056L, 377894352L,1,701,
702, \6b63\8679\79d1\6280, 0L, 0L,0.01, ,5.85,19970318, ,0,702,702,0, N,0,0,6.44,0,0,5.27, 266634576L, 266634576L,1,702,
703, \6052\9038\77f3\5316, 0L, 0L,0.01, ,15.2,19970328, ,0,703,703,0, N,0,0,16.72,0,0,13.68, 2307794106L, 2074592508L,1,703,
705, \6d59\6c5f\9707\5143, 0L, 0L,0.01, ,6.47,19970410, ,0,705,705,0, N,0,0,7.12,0,0,5.82, 334123286L, 281928455L,1,705,
707, *ST\53cc\73af, 0L, 0L,0.01, ,2.92,19970415, ,0,707,707,0, N,0,0,3.07,0,0,2.77, 464145765L, 464144265L,1,707,
708, \5927\51b6\7279\94a2, 0L, 0L,0.01, ,8.76,19970326, ,0,708,708,0, N,0,0,9.64,0,0,7.88, 449408480L, 449408480L,1,708,
709, \6cb3\94a2\80a1\4efd, 0L, 0L,0.01, ,2.81,19970416, ,0,709,709,0, N,0,0,3.09,0,0,2.53, 10618607852L, 10616897727L,1,709,
710, \8d1d\745e\57fa\56e0, 0L, 0L,0.01, ,46.82,19970422, ,0,710,710,0, N,0,0,51.5,0,0,42.14, 354605865L, 62198000L,1,710,
711, \4eac\84dd\79d1\6280, 0L, 0L,0.01, ,10.02,19970411, ,0,711,711,0, N,80,0,11.02,0,0,9.02, 876655062L, 404944644L,1,711,
712, \9526\9f99\80a1\4efd, 0L, 0L,0.01, ,9.6,19970415, ,0,712,712,0, N,0,0,10.56,0,0,8.64, 896000000L, 894810200L,1,712,
713, \4e30\4e50\79cd\4e1a, 0L, 0L,0.01, ,6.74,19970422, ,0,713,713,0, N,0,0,7.41,0,0,6.07, 298875968L, 298875968L,1,713,
715, \4e2d\5174\5546\4e1a, 0L, 0L,0.01, ,6.38,19970508, ,0,715,715,0, N,0,0,7.02,0,0,5.74, 279006000L, 278565594L,1,715,
716, \9ed1\829d\9ebb, 0L, 0L,0.01, ,3.49,19970418, ,0,716,716,0, N,0,0,3.84,0,0,3.14, 705652572L, 588311608L,1,716,
717, \97f6\94a2\677e\5c71, 0L, 0L,0.01, ,6.53,19970508, ,0,717,717,0, N,0,0,7.18,0,0,5.88, 2419524410L, 2419516835L,1,717,
718, \82cf\5b81\73af\7403, 0L, 0L,0.01, ,3.55,20051226, ,0,718,718,0, N,0,0,3.91,0,0,3.2, 3034636384L, 2289030641L,1,718,
719, \4e2d\539f\4f20\5a92, 0L, 0L,0.01, ,6.88,20111202, ,0,719,719,0, N,0,0,7.57,0,0,6.19, 1023203749L, 667147543L,1,719,
720, *ST\65b0\80fd, 0L, 0L,0.01, ,3.46,19970509, ,0,720,720,0, N,0,0,3.63,0,0,3.29, 1289650962L, 863460000L,1,720,
721, \897f\5b89\996e\98df, 0L, 0L,0.01, ,4.08,19970430, ,0,721,721,0, N,0,0,4.49,0,0,3.67, 499055920L, 435871945L,1,721,
722, \6e56\5357\53d1\5c55, 0L, 0L,0.01, ,5.72,20120615, ,0,722,722,0, N,0,0,6.29,0,0,5.15, 464158282L, 464158282L,1,722,
723, \7f8e\9526\80fd\6e90, 0L, 0L,0.01, ,5.43,19970515, ,0,723,723,0, N,80,0,5.97,0,0,4.89, 4105932102L, 1081244412L,1,723,
725, \4eac\4e1c\65b9\ff21, 0L, 0L,0.01, ,3.54,20010112, ,0,725,725,0, N,0,0,3.89,0,0,3.19, 34798398763L, 34796608845L,1,725,
726, \9c81 \6cf0\ff21, 0L, 0L,0.01, ,10.56,20001225, ,0,726,726,0, N,0,0,11.62,0,0,9.5, 922602311L, 803522367L,1,726,
727, \534e\4e1c\79d1\6280, 0L, 0L,0.01, ,1.81,19970520, ,0,727,727,0, N,0,0,1.99,0,0,1.63, 4529566980L, 2930654957L,1,727,
728, \56fd\5143\8bc1\5238, 0L, 0L,0.01, ,6.98,19970616, ,0,728,728,0, N,0,0,7.68,0,0,6.28, 3365447047L, 2946150000L,1,728,
729, \71d5\4eac\5564\9152, 0L, 0L,0.01, ,7.28,19970716, ,0,729,729,0, N,0,0,8.01,0,0,6.55, 2818539341L, 2509446199L,1,729,
731, \56db\5ddd\7f8e\4e30, 0L, 0L,0.01, ,5.27,19970617, ,0,731,731,0, N,0,0,5.8,0,0,4.74, 591484352L, 591484352L,1,731,
732, \6cf0\79be\96c6\56e2, 0L, 0L,0.01, ,18.16,19970704, ,0,732,732,0, N,0,0,19.98,0,0,16.34, 1244450720L, 1243059698L,1,732,
733, \632f\534e\79d1\6280, 0L, 0L,0.01, ,14.02,19970703, ,0,733,733,0, N,0,0,15.42,0,0,12.62, 469342218L, 469342218L,1,733,
735, \7f57 \725b \5c71, 0L, 0L,0.01, ,10.88,19970611, ,0,735,735,0, N,0,0,11.97,0,0,9.79, 1151513578L, 1059603915L,1,735,
736, \4e2d\4ea4\5730\4ea7, 0L, 0L,0.01, ,10.86,19970425, ,0,736,736,0, N,0,0,11.95,0,0,9.77, 445790827L, 445790827L,1,736,
737, *ST\5357\98ce, 0L, 0L,0.01, ,2.72,19970428, ,0,737,737,0, N,0,0,2.86,0,0,2.58, 548760000L, 548760000L,1,737,
738, \822a\53d1\63a7\5236, 0L, 0L,0.01, ,14.9,19970626, ,0,738,738,0, N,0,0,16.39,0,0,13.41, 1145642349L, 1145642349L,1,738,
739, \666e\6d1b\836f\4e1a, 0L, 0L,0.01, ,7.72,19970509, ,0,739,739,0, N,0,0,8.49,0,0,6.95, 1178523492L, 1146824065L,1,739,
750, \56fd\6d77\8bc1\5238, 0L, 0L,0.01, ,3.45,19970709, ,0,750,750,0, N,0,0,3.8,0,0,3.11, 4215541972L, 4215538597L,1,750,
751, \950c\4e1a\80a1\4efd, 0L, 0L,0.01, ,3.28,19970626, ,0,751,751,0, N,0,0,3.61,0,0,2.95, 1409869279L, 1409865379L,1,751,
752, \897f\85cf\53d1\5c55, 0L, 0L,0.01, ,8.29,19970625, ,0,752,752,0, N,0,0,9.12,0,0,7.46, 263758491L, 263753205L,1,752,
753, \6f33\5dde\53d1\5c55, 0L, 0L,0.01, ,2.94,19970626, ,0,753,753,0, N,0,0,3.23,0,0,2.65, 991481071L, 884146545L,1,753,
755, *ST\4e09\7ef4, 0L, 0L,0.01, ,4.6,19970627, ,0,755,755,0, N,0,0,4.83,0,0,4.37, 469264621L, 469264621L,1,755,
756, \65b0\534e\5236\836f, 0L, 0L,0.01, ,10.88,19970806, ,0,756,756,0, N,0,0,11.97,0,0,9.79, 621859447L, 594495076L,1,756,
757, \6d69\7269\80a1\4efd, 0L, 0L,0.01, ,5.91,19970627, ,0,757,757,0, N,0,0,6.5,0,0,5.32, 451621156L, 451619600L,1,757,
758, \4e2d\8272\80a1\4efd, 0L, 0L,0.01, ,4.38,19970416, ,0,758,758,0, N,0,0,4.82,0,0,3.94, 1969378424L, 1969187356L,1,758,
759, \4e2d\767e\96c6\56e2, 0L, 0L,0.01, ,7.21,19970519, ,0,759,759,0, N,0,0,7.93,0,0,6.49, 681021500L, 680575520L,1,759,
760, \65af\592a\5c14, 0L, 0L,0.01, ,4.21,19970627, ,0,760,760,0, N,0,0,4.63,0,0,3.79, 771844628L, 654444268L,1,760,
761, \672c\94a2\677f\6750, 0L, 0L,0.01, ,4.07,19980115, ,0,761,761,0, N,0,0,4.48,0,0,3.66, 3875371532L, 3136000000L,1,761,
762, \897f\85cf\77ff\4e1a, 0L, 0L,0.01, ,10.06,19970708, ,0,762,762,0, N,0,0,11.07,0,0,9.05, 520819240L, 475951155L,1,762,
766, \901a\5316\91d1\9a6c, 0L, 0L,0.01, ,11.35,19970430, ,0,766,766,0, N,0,0,12.49,0,0,10.22, 966494707L, 573488849L,1,766,
767, \6f33\6cfd\7535\529b, 0L, 0L,0.01, ,2.69,19970609, ,0,767,767,0, N,0,0,2.96,0,0,2.42, 3076942219L, 2912295069L,1,767,
768, \4e2d\822a\98de\673a, 0L, 0L,0.01, ,15.63,19970626, ,0,768,768,0, N,0,0,17.19,0,0,14.07, 2768645071L, 2768626546L,1,768,
776, \5e7f\53d1\8bc1\5238, 0L, 0L,0.01, ,13.25,19970611, ,0,776,776,0, N,0,0,14.58,0,0,11.93, 7621087664L, 7621087664L,1,776,
777, \4e2d\6838\79d1\6280, 0L, 0L,0.01, ,10.92,19970710, ,0,777,777,0, N,0,0,12.01,0,0,9.83, 383417593L, 383406551L,1,777,
778, \65b0\5174\94f8\7ba1, 0L, 0L,0.01, ,4.39,19970606, ,0,778,778,0, N,0,0,4.83,0,0,3.95, 3990880176L, 3921042772L,1,778,
779, \4e09\6bdb\6d3e\795e, 0L, 0L,0.01, ,13.47,19970528, ,0,779,779,0, N,84,0,14.82,0,0,12.12, 186441020L, 186441020L,1,779,
780, \5e73\5e84\80fd\6e90, 0L, 0L,0.01, ,3.41,19970606, ,0,780,780,0, N,0,0,3.75,0,0,3.07, 1014306324L, 1014306324L,1,780,
782, \7f8e\8fbe\80a1\4efd, 0L, 0L,0.01, ,5.8,19970619, ,0,782,782,0, N,0,0,6.38,0,0,5.22, 528139623L, 446316970L,1,782,
783, \957f\6c5f\8bc1\5238, 0L, 0L,0.01, ,5.25,19970731, ,0,783,783,0, N,0,0,5.78,0,0,4.73, 5529467678L, 5529392213L,1,783,
785, \6b66\6c49\4e2d\5546, 0L, 0L,0.01, ,7.9,19970711, ,0,785,785,0, N,0,0,8.69,0,0,7.11, 251221698L, 251093698L,1,785,
786, \5317\65b0\5efa\6750, 0L, 0L,0.01, ,20,19970606, ,0,786,786,0, N,0,0,22,0,0,18, 1689507842L, 1413981592L,1,786,
788, \5317\5927\533b\836f, 0L, 0L,0.01, ,6.86,19970616, ,0,788,788,0, N,0,0,7.55,0,0,6.17, 595987425L, 571976942L,1,788,
789, \4e07\5e74\9752, 0L, 0L,0.01, ,11.86,19970923, ,0,789,789,0, N,0,0,13.05,0,0,10.67, 613364368L, 613349824L,1,789,
790, \6cf0\5408\5065\5eb7, 0L, 0L,0.01, ,6.86,19980327, ,0,790,790,0, N,0,0,7.55,0,0,6.17, 560327786L, 560225606L,1,790,
791, \7518\8083\7535\6295, 0L, 0L,0.01, ,5.28,19971014, ,0,791,791,0, N,0,0,5.81,0,0,4.75, 971126200L, 971089950L,1,791,
792, \76d0\6e56\80a1\4efd, 0L, 0L,0.01, ,8.71,19970904, ,0,792,792,0, N,0,0,9.58,0,0,7.84, 2786090601L, 2749891628L,1,792,
793, \534e\95fb\4f20\5a92, 0L, 0L,0.01, ,4.96,19970729, ,0,793,793,0, N,0,0,5.46,0,0,4.46, 2001294740L, 1920538126L,1,793,
