当前价-0,成交总量-1,成交总额-2,持仓量-3,昨结算-4,成交笔数-5,市盈率1-6,开盘价-8,最高价-9,时间戳-G,最低价-a,今结算-b,前收盘-c,多档委买价-d,多档委买量-e,多档委卖价-f,多档委卖量-g
8.73,607772,531899520,0,0,0,6.72,8.85,8.9, 2018-07-16 14:21:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2473, 8482, 18278, 12336, 8381"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 816, 2463, 2422, 2401, 2612"
8.72,607784,531909984,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2571, 8484, 18278, 12336, 8381"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 816, 2601, 2422, 2401, 2612"
8.72,607784,531909984,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2571, 8484, 18278, 12345, 8381"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 818, 2701, 2422, 2401, 2612"
8.72,607827,531947503,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2551, 8484, 18282, 12345, 8381"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 795, 2701, 2422, 2401, 2612"
8.72,607832,531951863,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2546, 8484, 12805, 12340, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 845, 2701, 2422, 2401, 2612"
8.72,607833,531952735,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2545, 8484, 12795, 12340, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 846, 2701, 2422, 2401, 2612"
8.72,607867,531982386,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2514, 8494, 12795, 12340, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 843, 2701, 2422, 2401, 2612"
8.72,607887,531999826,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2514, 8514, 12795, 12340, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 843, 2701, 2422, 2401, 2612"
8.72,607895,532006805,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2509, 8514, 12815, 12340, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 842, 2701, 2422, 2401, 2612"
8.72,607908,532018153,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2383, 8514, 12825, 12330, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 831, 2674, 2422, 2401, 2612"
8.72,607940,532046057,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2351, 8514, 12825, 12330, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 831, 2670, 2422, 2421, 2612"
8.72,607983,532083560,0,0,0,6.71,8.85,8.9, 2018-07-16 14:21:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2320, 8514, 12839, 12330, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 834, 2670, 2422, 2421, 2612"
8.73,608026,532121076,0,0,0,6.72,8.85,8.9, 2018-07-16 14:21:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2297, 8514, 12849, 12330, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1040, 2562, 2422, 2421, 2612"
8.73,608087,532174328,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2316, 8513, 12849, 12327, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 980, 2562, 2422, 2421, 2612"
8.72,608448,532489135,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1970, 8513, 12849, 12327, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 966, 2562, 2422, 2421, 2612"
8.73,608454,532494371,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1968, 8513, 12856, 12327, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1879, 2562, 2422, 2421, 2612"
8.72,608455,532495243,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2007, 8513, 12856, 12327, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1913, 2562, 2422, 2421, 2612"
8.72,608468,532506579,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1994, 8513, 12856, 12327, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1913, 2562, 2422, 2421, 2612"
8.73,608472,532510069,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2007, 8513, 12856, 12377, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1916, 2562, 2422, 2421, 2612"
8.73,608495,532530148,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2007, 8513, 12856, 12377, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1893, 2562, 2422, 2421, 2612"
8.72,608507,532540612,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2016, 8513, 12856, 12377, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1911, 2562, 2422, 2421, 2612"
8.72,608532,532562412,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1951, 8513, 12856, 12377, 8380"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1916, 2562, 2422, 2421, 2612"
8.72,608548,532576364,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1935, 8513, 12856, 12338, 8370"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2232, 2562, 2422, 2421, 2605"
8.72,608551,532578981,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1948, 8503, 12856, 12338, 8370"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2231, 2562, 2422, 2421, 2605"
8.72,608584,532607777,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1935, 8505, 12856, 12338, 8370"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2211, 2562, 2422, 2421, 2605"
8.72,608596,532618251,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1993, 8505, 12856, 12338, 8370"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2201, 2562, 2422, 2421, 2605"
8.72,608608,532628715,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1981, 8500, 12856, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2201, 2562, 2422, 2421, 2605"
8.73,608758,532759645,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1971, 8500, 12885, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2072, 2562, 2422, 2421, 2605"
8.72,608774,532773597,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1990, 8514, 12890, 12338, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2072, 2562, 2422, 2421, 2605"
8.73,608786,532784073,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 2000, 8514, 12890, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2060, 2562, 2422, 2421, 2605"
8.73,608842,532832935,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1974, 8537, 12889, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2040, 2562, 2422, 2421, 2605"
8.73,608895,532879166,0,0,0,6.72,8.85,8.9, 2018-07-16 14:22:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1943, 8537, 12817, 12340, 8373"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2025, 2562, 2422, 2421, 2605"
8.72,608919,532900094,0,0,0,6.71,8.85,8.9, 2018-07-16 14:22:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1914, 8537, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2025, 2569, 2422, 2421, 2605"
8.72,608941,532919281,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1896, 8537, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2022, 2569, 2422, 2421, 2605"
8.72,609315,533245409,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1527, 8491, 12817, 12340, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2023, 2569, 2422, 2421, 2605"
8.73,609553,533452981,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1280, 8491, 12817, 12340, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605"
8.72,609565,533463445,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1268, 8501, 12817, 12340, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605"
8.72,609574,533471293,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1287, 8501, 12817, 12338, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1987, 2569, 2422, 2421, 2605"
8.73,609581,533477402,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1285, 8501, 12807, 12338, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 1991, 2569, 2422, 2421, 2605"
8.73,609581,533477402,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1285, 8511, 12812, 12333, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2492, 2569, 2422, 2421, 2605"
8.72,609591,533486122,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1270, 8511, 12812, 12333, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 2492, 2569, 2422, 2421, 2605"
8.72,609602,533495714,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1256, 8511, 12844, 12334, 8316"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3292, 2569, 2422, 2421, 2605"
8.72,609623,533514026,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1235, 8711, 12854, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3300, 2569, 2422, 2421, 2605"
8.72,609629,533519259,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1235, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3315, 2569, 2422, 2421, 2605"
8.72,609816,533682323,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1056, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3317, 2569, 2422, 2421, 2605"
8.72,609826,533691043,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:36,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1046, 8711, 12848, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3317, 2569, 2422, 2421, 2605"
8.72,609870,533729413,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:39,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1004, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3315, 2569, 2422, 2421, 2605"
8.72,609871,533730285,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:42,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1003, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3316, 2569, 2422, 2421, 2605"
8.72,609888,533745109,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:45,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1020, 8711, 12838, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3316, 2569, 2422, 2421, 2605"
8.73,609914,533767805,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:48,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 1018, 8711, 12840, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3293, 2569, 2422, 2421, 2605"
8.73,610021,533861114,0,0,0,6.72,8.85,8.9, 2018-07-16 14:23:51,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 916, 8702, 12850, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3288, 2569, 2422, 2421, 2605"
8.72,610050,533886403,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:54,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 888, 8703, 12481, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3287, 2569, 2422, 2421, 2605"
8.72,610124,533950936,0,0,0,6.71,8.85,8.9, 2018-07-16 14:23:57,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 819, 8703, 12481, 12334, 8366"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3283, 2569, 2422, 2421, 2605"
8.72,610143,533967510,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:00,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 803, 8707, 12481, 12334, 8376"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3277, 2569, 2422, 2421, 2605"
8.73,610467,534250074,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:03,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 515, 8707, 12470, 12334, 8376"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605"
8.72,610499,534277978,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:06,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 485, 8707, 12489, 12334, 8386"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2605"
8.72,610501,534279723,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:09,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 484, 8707, 12493, 12363, 8388"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605"
8.72,610609,534373899,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:12,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 376, 8657, 12491, 12363, 8382"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3251, 2569, 2422, 2421, 2605"
8.72,610612,534376515,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:15,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 375, 8657, 12491, 12363, 8382"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3251, 2569, 2422, 2421, 2605"
8.72,610674,534430589,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:18,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 365, 8657, 12491, 12363, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605"
8.72,610721,534471573,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:21,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 414, 8657, 12491, 12363, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3241, 2569, 2422, 2421, 2605"
8.72,610741,534489013,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:24,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 422, 8657, 12491, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2618"
8.72,610772,534516045,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:27,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 391, 8655, 12491, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3242, 2569, 2422, 2421, 2618"
8.73,610943,534665326,0,0,0,6.72,8.85,8.9, 2018-07-16 14:24:30,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 429, 8655, 12506, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2569, 2422, 2421, 2608"
8.72,610954,534674918,0,0,0,6.71,8.85,8.9, 2018-07-16 14:24:33,8.69,0,8.88," 8.7200000000000006, 8.7100000000000009, 8.6999999999999993, 8.6899999999999995, 8.6799999999999997"," 418, 8655, 12593, 12348, 8377"," 8.7300000000000004, 8.7400000000000002, 8.75, 8.7599999999999998, 8.7699999999999996"," 3074, 2569, 2422, 2421, 2608"
